GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),TIMEPERIOD (CODE),TIMEPERIOD (DISPLAY),TIMEPERIOD (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS10-19,10-19 years of age,,BTSX,Both sexes,,,,,,,,3.7 [2.4-5.2],3.70000,2.40000,5.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS10-19,10-19 years of age,,BTSX,Both sexes,,,,,,,,5.4 [4.0-7.1],5.40000,4.00000,7.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS10-19,10-19 years of age,,BTSX,Both sexes,,,,,,,,6.0 [4.4-7.9],6.00000,4.40000,7.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,1.1 [0.2-3.1],1.10000,0.20000,3.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,1.7 [0.6-3.8],1.70000,0.60000,3.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,2.0 [0.7-4.1],2.00000,0.70000,4.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,3.2 [1.6-5.7],3.20000,1.60000,5.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,3.7 [1.9-6.3],3.70000,1.90000,6.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,4.8 [2.8-7.5],4.80000,2.80000,7.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,5.3 [3.2-8.0],5.30000,3.20000,8.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,7.4 [5.1-10.3],7.40000,5.10000,10.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS05-19,5-19  years,,FMLE,Female,,,,,,,,8.1 [5.5-11.2],8.10000,5.50000,11.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,1.0 [0.2-3.0],1.00000,0.20000,3.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,1.6 [0.4-3.7],1.60000,0.40000,3.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,1.8 [0.6-4.1],1.80000,0.60000,4.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,3.0 [1.2-5.8],3.00000,1.20000,5.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,3.4 [1.5-6.4],3.40000,1.50000,6.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,4.6 [2.3-7.8],4.60000,2.30000,7.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,5.1 [2.6-8.4],5.10000,2.60000,8.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,7.3 [4.3-11.1],7.30000,4.30000,11.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS05-09,5-9 years of age,,FMLE,Female,,,,,,,,8.0 [4.8-12.0],8.00000,4.80000,12.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,1.1 [0.2-3.3],1.10000,0.20000,3.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,1.8 [0.6-4.0],1.80000,0.60000,4.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,2.1 [0.8-4.3],2.10000,0.80000,4.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,3.4 [1.6-6.0],3.40000,1.60000,6.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,3.8 [1.9-6.5],3.80000,1.90000,6.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,5.0 [2.9-7.8],5.00000,2.90000,7.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,5.5 [3.3-8.3],5.50000,3.30000,8.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,7.6 [5.2-10.4],7.60000,5.20000,10.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS10-19,10-19 years of age,,FMLE,Female,,,,,,,,8.2 [5.6-11.3],8.20000,5.60000,11.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.3 [0.0-1.2],0.30000,0.00000,1.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.5 [0.1-1.5],0.50000,0.10000,1.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,0.6 [0.1-1.6],0.60000,0.10000,1.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,1.1 [0.4-2.4],1.10000,0.40000,2.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,1.3 [0.5-2.7],1.30000,0.50000,2.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,1.9 [0.9-3.5],1.90000,0.90000,3.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,2.2 [1.1-3.9],2.20000,1.10000,3.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,3.8 [2.2-5.8],3.80000,2.20000,5.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS05-19,5-19  years,,MLE,Male,,,,,,,,4.4 [2.6-6.7],4.40000,2.60000,6.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.3 [0.0-1.4],0.30000,0.00000,1.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.6 [0.1-1.7],0.60000,0.10000,1.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,0.7 [0.2-1.8],0.70000,0.20000,1.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,1.2 [0.4-2.8],1.20000,0.40000,2.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,1.5 [0.5-3.2],1.50000,0.50000,3.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,2.2 [1.0-4.2],2.20000,1.00000,4.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,2.5 [1.2-4.6],2.50000,1.20000,4.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,4.4 [2.5-6.9],4.40000,2.50000,6.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS05-09,5-9 years of age,,MLE,Male,,,,,,,,5.1 [2.9-7.9],5.10000,2.90000,7.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1976,1976,,AFR,Africa,,NGA,1976,1976,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.3 [0.0-1.2],0.30000,0.00000,1.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1983,1983,,AFR,Africa,,NGA,1983,1983,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.5 [0.1-1.4],0.50000,0.10000,1.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985,1985,,AFR,Africa,,NGA,1985,1985,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,0.5 [0.1-1.5],0.50000,0.10000,1.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1992,1992,,AFR,Africa,,NGA,1992,1992,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,1.0 [0.3-2.3],1.00000,0.30000,2.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1994,1994,,AFR,Africa,,NGA,1994,1994,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,1.2 [0.4-2.5],1.20000,0.40000,2.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1999,1999,,AFR,Africa,,NGA,1999,1999,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,1.7 [0.7-3.3],1.70000,0.70000,3.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001,2001,,AFR,Africa,,NGA,2001,2001,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,2.0 [0.9-3.6],2.00000,0.90000,3.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2008,2008,,AFR,Africa,,NGA,2008,2008,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,3.4 [1.9-5.3],3.40000,1.90000,5.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2010,2010,,AFR,Africa,,NGA,2010,2010,Nigeria,,YEARS10-19,10-19 years of age,,MLE,Male,,,,,,,,4.0 [2.3-6.2],4.00000,2.30000,6.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1979,1979,,AFR,Africa,,NGA,1979,1979,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1981,1981,,AFR,Africa,,NGA,1981,1981,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.0 [0.0-0.2],0.00000,0.00000,0.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1986,1986,,AFR,Africa,,NGA,1986,1986,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.1 [0.0-0.3],0.10000,0.00000,0.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1988,1988,,AFR,Africa,,NGA,1988,1988,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1990,1990,,AFR,Africa,,NGA,1990,1990,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.1 [0.0-0.4],0.10000,0.00000,0.40000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1995,1995,,AFR,Africa,,NGA,1995,1995,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.3 [0.1-0.7],0.30000,0.10000,0.70000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,1997,1997,,AFR,Africa,,NGA,1997,1997,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.3 [0.1-0.8],0.30000,0.10000,0.80000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2004,2004,,AFR,Africa,,NGA,2004,2004,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.7 [0.3-1.3],0.70000,0.30000,1.30000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2006,2006,,AFR,Africa,,NGA,2006,2006,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,0.8 [0.4-1.5],0.80000,0.40000,1.50000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2011,2011,,AFR,Africa,,NGA,2011,2011,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,1.3 [0.6-2.2],1.30000,0.60000,2.20000,,,
NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4807,PUBLISHED,Published,,2013,2013,,AFR,Africa,,NGA,2013,2013,Nigeria,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,,,,1.5 [0.7-2.7],1.50000,0.70000,2.70000,,,
