GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,NGA,Nigeria,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,26.75738739,26.75739,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,NGA,Nigeria,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,43.30488924,43.30489,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,NGA,Nigeria,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,39.00383871,39.00384,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,NGA,Nigeria,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,34.86507057,34.86507,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2000,2000,,AFR,Africa,,WB_LMI,2000,2000,Lower-middle-income,,NGA,Nigeria,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,30.87186365,30.87186,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LMI,2005,2005,Lower-middle-income,,NGA,Nigeria,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,57.71923858,57.71924,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LMI,2005,2005,Lower-middle-income,,NGA,Nigeria,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,53.26754612,53.26755,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LMI,2005,2005,Lower-middle-income,,NGA,Nigeria,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,48.62391273,48.62391,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2005,2005,,AFR,Africa,,WB_LMI,2005,2005,Lower-middle-income,,NGA,Nigeria,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,44.08144451,44.08144,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,63.76863909,63.76864,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,63.4674561,63.46746,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,59.47814223,59.47814,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,55.00975217,55.00975,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2010,2010,,AFR,Africa,,WB_LMI,2010,2010,Lower-middle-income,,NGA,Nigeria,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,4.931841169,4.93184,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,61.15608808,61.15609,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,65.36501647,65.36502,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,64.77454948,64.77455,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,11.38590472,11.38590,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,8.848637903,8.84864,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,6.749191721,6.74919,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2015,2015,,AFR,Africa,,WB_LMI,2015,2015,Lower-middle-income,,NGA,Nigeria,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,5.064704681,5.06470,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,NGA,Nigeria,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,62.61867467,62.61867,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,NGA,Nigeria,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,18.23818272,18.23818,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,NGA,Nigeria,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,14.81466512,14.81467,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,NGA,Nigeria,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,11.70032502,11.70033,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,PUBLISHED,Published,,2019,2019,,AFR,Africa,,WB_LMI,2019,2019,Lower-middle-income,,NGA,Nigeria,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,9.092868148,9.09287,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,566.3 [345.5-860.0],566.26350,345.52690,859.98430,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2018,2018,,AFR,Africa,,,2018,2018,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,559.7 [332.1-886.8],559.69270,332.06440,886.77440,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2003,2003,,AFR,Africa,,,2003,2003,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,592.6 [367.2-909.3],592.62290,367.20210,909.29280,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,579.9 [355.5-882.0],579.85680,355.45910,881.97420,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,691.9 [401.7-1124.8],691.90940,401.71820,1124.78900,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,542.8 [330.1-847.1],542.83100,330.11810,847.07300,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2012,2012,,AFR,Africa,,,2012,2012,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,576.7 [345.0-895.9],576.68990,345.04150,895.93330,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,584.1 [347.7-926.3],584.12610,347.73420,926.33510,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,599.2 [360.9-943.8],599.16030,360.94770,943.81730,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2011,2011,,AFR,Africa,,,2011,2011,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,582.1 [347.6-903.6],582.13800,347.57850,903.59250,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2019,2019,,AFR,Africa,,,2019,2019,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,512.3 [316.1-784.3],512.26920,316.11260,784.25870,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,613.4 [370.2-945.5],613.41120,370.17200,945.47190,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2010,2010,,AFR,Africa,,,2010,2010,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,584.8 [348.1-900.7],584.78660,348.12850,900.67030,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2002,2002,,AFR,Africa,,,2002,2002,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,640.8 [383.3-1011.8],640.76030,383.29030,1011.83400,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2013,2013,,AFR,Africa,,,2013,2013,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,604.5 [359.5-950.9],604.54500,359.45470,950.89960,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,592.6 [353.0-934.3],592.57320,352.95400,934.32710,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,656.3 [389.4-1026.8],656.32180,389.39260,1026.77200,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,11.21 [6.39-16.14],11.20795,6.38808,16.14050,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.92 [6.29-15.75],10.91543,6.28614,15.75054,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.66 [6.16-15.33],10.66165,6.15838,15.32639,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2001,2001,,AFR,Africa,,,2001,2001,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,10.41 [6.11-14.91],10.41145,6.11157,14.90561,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,7.79 [3.37-12.66],7.78992,3.37234,12.65684,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,7.61 [3.1-12.64],7.60973,3.10299,12.64428,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,7.42 [2.81-12.71],7.41693,2.80672,12.70936,,,
CHILDMORT_MORTALITY_10TO14,Mortality rate among children ages 10 to 14 years (per 1000 children aged 10),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5668,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,7.23 [2.55-12.76],7.22527,2.54550,12.76043,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1972,1972,,AFR,Africa,,,1972,1972,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,255.96 [229.06-286.69],255.95720,229.05534,286.68541,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,247.75 [222.06-276.75],247.74829,222.05506,276.75360,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,239.58 [215.12-266.8],239.58136,215.12189,266.79581,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1975,1975,,AFR,Africa,,,1975,1975,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,231.73 [208.74-257.32],231.73329,208.74186,257.31664,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1988,1988,,AFR,Africa,,,1988,1988,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,198.26 [184.78-212.57],198.26225,184.78352,212.56756,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1989,1989,,AFR,Africa,,,1989,1989,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,198.39 [185.21-212.62],198.39369,185.20729,212.62243,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1990,1990,,AFR,Africa,,,1990,1990,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,198.21 [185.28-212.09],198.21335,185.28486,212.09174,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1991,1991,,AFR,Africa,,,1991,1991,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,197.79 [185.14-211.37],197.79277,185.13636,211.36808,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2005,2005,,AFR,Africa,,,2005,2005,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,146.26 [136.81-156.35],146.26318,136.80546,156.35477,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2006,2006,,AFR,Africa,,,2006,2006,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,141.3 [131.9-151.27],141.30380,131.89618,151.26890,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2007,2007,,AFR,Africa,,,2007,2007,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,137.24 [127.72-147.35],137.23522,127.71791,147.35329,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2008,2008,,AFR,Africa,,,2008,2008,,,NGA,Nigeria,,,,,FMLE,Female,,,,,,,,133.6 [123.77-144],133.60048,123.76540,143.99555,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1964,1964,,AFR,Africa,,,1964,1964,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,337.28 [288.35-396.02],337.27956,288.35004,396.02380,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1965,1965,,AFR,Africa,,,1965,1965,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,330.06 [288.24-380.24],330.06403,288.24060,380.23698,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1966,1966,,AFR,Africa,,,1966,1966,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,323.14 [286.1-367.56],323.14241,286.10483,367.56314,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1967,1967,,AFR,Africa,,,1967,1967,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,316.35 [282.21-356.49],316.35424,282.20660,356.49124,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1980,1980,,AFR,Africa,,,1980,1980,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,222.85 [203.89-243.23],222.85378,203.89003,243.22985,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1981,1981,,AFR,Africa,,,1981,1981,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,219.47 [201.34-239.02],219.47277,201.33777,239.01665,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1982,1982,,AFR,Africa,,,1982,1982,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,217.39 [200.02-236.26],217.38830,200.02079,236.25617,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1983,1983,,AFR,Africa,,,1983,1983,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,216.48 [199.94-234.42],216.47582,199.93721,234.41821,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1984,1984,,AFR,Africa,,,1984,1984,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,216.55 [200.52-233.77],216.54908,200.52066,233.76620,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1997,1997,,AFR,Africa,,,1997,1997,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,206.21 [193.79-219.83],206.21331,193.79264,219.83374,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1998,1998,,AFR,Africa,,,1998,1998,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,201.83 [189.64-214.96],201.82758,189.63841,214.95639,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1999,1999,,AFR,Africa,,,1999,1999,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,196.59 [184.72-209.38],196.59420,184.72440,209.37849,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2000,2000,,AFR,Africa,,,2000,2000,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,190.82 [179.33-203.19],190.82217,179.32711,203.18823,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2014,2014,,AFR,Africa,,,2014,2014,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,134.94 [118.44-153.67],134.93787,118.43835,153.67301,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2015,2015,,AFR,Africa,,,2015,2015,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,133.18 [114.82-154.75],133.17515,114.82033,154.74642,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2016,2016,,AFR,Africa,,,2016,2016,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,131.14 [111.03-156.08],131.13995,111.03074,156.07602,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,2017,2017,,AFR,Africa,,,2017,2017,,,NGA,Nigeria,,,,,MLE,Male,,,,,,,,128.76 [107.08-156.85],128.75966,107.07580,156.84900,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1973,1973,,AFR,Africa,,,1973,1973,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,259.38 [233.39-288.65],259.38041,233.38709,288.65172,,,
MDG_0000000007,Under-five mortality rate (per 1000 live births) (SDG 3.2.1),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/7,PUBLISHED,Published,,1974,1974,,AFR,Africa,,,1974,1974,,,NGA,Nigeria,,,,,BTSX,Both sexes,,,,,,,,251.09 [226.6-278.58],251.09307,226.59504,278.57592,,,
